Boardgame Players Association,,,,,,,,,,,,
2026 WBC Schedule,,,,,,,,,,,,
,,,,,,,,,,,,
Chronological Web Schedule,,,,,,,,,,,,
,,,,,,,,,,,,
Date,Day Code,Time,Event Code,Event,Round/Heat,Class,Format,Style,Duration,Location,GM,Change Date
First Friday,,,,,,,,,,,,
7/26/26,FSu,21,TWS,Twilight Struggle,Demo 1/1,--,--,---,1,Exhibit Hall Annex #2,"MacInnis, Randall",
7/26/26,FSu,22,7WD,7 Wonders Duel,Heat 1/2,B,HWO,Scheduled,2,Seasons,"Maguire, Patrick",
7/26/26,FSu,22,IVH,Ivanhoe,Heat 2/3,B,HMW-P,Scheduled,2,Timberstone,"Roeper, Barb",
7/26/26,FSu,22,THA,Thunder Alley,Heat 2/3,B,HMW-T,Scheduled,3,Timberstone,"Collins II, Curt",
7/26/26,FSu,22,CTN,Catan,Final,B,HMW-P,Scheduled,2,Laurel,"Gitzen II, John",
7/26/26,FSu,23,FL7,Flip 7,Round 1/1,B,SE,Continuous,1,Grand Ballroom,"Warrender, Kevin",
7/26/26,FSu,24,--,Open Gaming Library Closes,--,--,--,--,--,Exhibit Hall,"Buckwalter, Scott",
7/26/26,FSu,24,FL7,Flip 7,Semifinal,B,SE,Continuous,1,Grand Ballroom,"Warrender, Kevin",
Monday,,,,,,,,,,,,
7/27/26,Mo,1,FL7,Flip 7,Final,B,SE,Continuous,1,Grand Ballroom,"Warrender, Kevin",
7/27/26,Mo,7:30,--,Yoga for all levels,--,--,--,--,0.75,Ski Lodge Deck,"Lewis, Jeff",
7/27/26,Mo,8,--,Registration,--,--,--,--,12,Stag Pass,"Gutermuth, Ken",
7/27/26,Mo,9,--,Open Gaming,--,--,--,--,15,Exhibit Hall,"Buckwalter, Scott",
7/27/26,Mo,9,--,Open Gaming Library Opens,--,--,--,--,15,Exhibit Hall,"Buckwalter, Scott",
7/27/26,Mo,9,--,Love Letter Juniors,--,C,Jr SE,--,2,Hemlock,"Evinger, Elizabeth",
7/27/26,Mo,9,AOR,Age of Renaissance,Demo 1/1,--,--,---,1,Exhibit Hall Annex #7,"Spencer, Jay",
7/27/26,Mo,9,IMS,Imperial Struggle,Demo 1/1,--,--,---,1,Exhibit Hall Annex #3,"Drueding, Tom",
7/27/26,Mo,9,TTR,Ticket To Ride,Demo 1/1,--,--,---,1,Exhibit Hall Annex #5,"Grey, Katie",
7/27/26,Mo,9,AFK,Afrika Korps,Round 3/7,A,SwEl,Freeform,7,Winterberry,"Sinigaglio, Bruno",
7/27/26,Mo,9,ABN,Air Baron,Heat 2/4,B,HMW-P,Scheduled,3,Dogwood,"Jamelli, Max",
7/27/26,Mo,9,AZL,Azul,Heat 2/3,B,HMW-P,Scheduled,1,Seasons,"Speaker, Eric",
7/27/26,Mo,9,BAR,Battles of the American Revolution,Round 1/5,B,SwEl,Scheduled,3,Foggy Brews,"Miklos, Mark",
7/27/26,Mo,9,BWD,Bitter Woods,Round 3/7,A,SwEl,Freeform,7,Winterberry,"Sinigaglio, Bruno",
7/27/26,Mo,9,EPB,Empire Builder,Heat 2/3,B,HMW-P,Scheduled,4,Fox Den,"Bromley, Trella",
7/27/26,Mo,9,HET,Heat: Pedal to the Metal,Heat 1/2,B,HMW-P,Scheduled,2,Grand Ballroom,"Wolff, Jack",
7/27/26,Mo,9,KRM,Kremlin,Heat 1/4,B,HMW-P,Scheduled,3,Grand Ballroom,"Cuccaro, Steve",
7/27/26,Mo,9,PZB,Panzerblitz,Round 3/7,B,SwEl,Freeform,6,Winterberry,"Northey, Rick",
7/27/26,Mo,9,PGD,Power Grid,Heat 2/3,A,HMW-P,Scheduled,3,Grand Ballroom,"Munson, Mike",
7/27/26,Mo,9,ROT,Root,Heat 3/3,C,HWO,Scheduled,3,Fox Den,"McKinnes, Luke",
7/27/26,Mo,9,SQL,Squad Leader,Round 3/7,A,SwEl,Freeform,4,Winterberry,Pollard. Pete,
7/27/26,Mo,9,TRC,The Russian Campaign,Round 3/7,A,SwEl,Freeform,5,Winterberry,"Karahalios, George",
7/27/26,Mo,9,THA,Thunder Alley,Heat 33,B,HMW-T,Scheduled,3,Alpine,"Collins II, Curt",
7/27/26,Mo,9,TWS,Twilight Struggle,Round 1/5,B,SW,Continuous,4,Sunburst,"MacInnis, Randall",
7/27/26,Mo,9,VIP,Victory in the Pacific,Round 4/5,B,SwEl,Continuous,5,Snowflake,"Drozd, Ted",
7/27/26,Mo,9,WAT,Waterloo,Round 2/5,A,SwEl,Freeform,6,Winterberry,"Musella, Martin",
7/27/26,Mo,9,WSM,Wooden Ships & Iron Men,Round 3/8,B,SwEl,Freeform,2,Winterberry,"Hitchings, Tim",
7/27/26,Mo,9,POG,Paths of Glory,Quarterfinal,C,SEM,Scheduled,6,Winterberry,"Gregorio, Alex",
7/27/26,Mo,9,8XX,18xx,Semifinal,B,HMW-T,Scheduled,6,Alpine,"McCorry, Tom",
7/27/26,Mo,9,AGE,Through the Ages,Semifinal,A,HMW-P,Scheduled,4,Wintergreen,"Buehler, Randy",
7/27/26,Mo,9,VGQ,Virgin Queen,Semifinal,B,HMW-P,Scheduled,6,Wagner's Run,"Beach, Ed",
7/27/26,Mo,10,HWD,History of the World,Demo 1/1,--,--,---,1,Exhibit Hall Annex #8,"Fournier,Roberto",
7/27/26,Mo,10,RA!,Ra!,Demo 1/1,--,--,---,1,Exhibit Hall Annex #6,"Bove, Alex",
7/27/26,Mo,10,AOR,Age of Renaissance,Heat 2/2,B,HMW-P,Scheduled,4,Timberstone,"Spencer, Jay",
7/27/26,Mo,10,EIS,Enemy in Sight,Heat 1/3,B,HWO,Scheduled,3,Alpine,"Evinger, Matt",
7/27/26,Mo,10,RRY,Robo Rally,Heat 1/3,C,HWO,Scheduled,3,Timberstone,"Houde, Marc",
7/27/26,Mo,10,SKG,Sekigahara,Round 1/3,C,SwEl,Continuous,4,Maple,"Mishler, Dennis",
7/27/26,Mo,10,SPD,Splendor,Heat 2/3,B,HMW-P,Scheduled,1,Grand Ballroom,"Murray, Rob",
7/27/26,Mo,11,--,Shuttle to Pittsburgh Airport,--,--,--,--,2,Hotel Lobby,Seven Springs,
7/27/26,Mo,11,BRS,Brass,Demo 1/1,--,--,---,1,Exhibit Hall Annex #1,"Towne, Jonathan",
7/27/26,Mo,11,CTR,Charioteer,Demo 1/1,--,--,---,1,Exhibit Hall Annex #2,Rader. Ed,
7/27/26,Mo,11,QOQ,Quacks,Demo 1/1,--,--,---,1,Exhibit Hall Annex #5,"Hansen, Virginia",
7/27/26,Mo,11,WSN,Wingspan,Demo 1/1,--,--,---,1,Exhibit Hall Annex #7,"Swift, Patti",
7/27/26,Mo,11,7WD,7 Wonders Duel,Heat 2/2,B,HWO,Scheduled,2,Wintergreen,"Maguire, Patrick",
7/27/26,Mo,11,ADV,Adel Verpflichtet,Heat 2/3,B,HMW-P,Scheduled,2,Fox Den,"Bender, Angela",
7/27/26,Mo,11,FFM,Freeman's Farm,Heat 2/4,B,HMW-P,Scheduled,3,Foggy Brews,"Lange, Jeff",
7/27/26,Mo,11,TTR,Ticket To Ride,Heat 1/4,B,HMW-T,Scheduled,2,Seasons,"Grey, Katie",
7/27/26,Mo,12,--,Point Salad Juniors,--,C,Jr SE,--,2,Hemlock,"Byrd, Heather",
7/27/26,Mo,12,ROT,Root,Semifinal,C,HWO,Scheduled,3,Fox Den,"McKinnes, Luke",
7/27/26,Mo,13,NVG,Navegador,Demo 1/1,--,--,---,1,Exhibit Hall Annex #1,"Martin, Chad",
7/27/26,Mo,13,PRC,Pirate's Cove,Demo 1/1,--,--,---,1,Exhibit Hall Annex #5,"Northey, Rick",
7/27/26,Mo,13,ACS,Atlantic Storm,Heat 1/3,A,HMW-P,Scheduled,2,Timberstone,"Evinger, Tim",
7/27/26,Mo,13,BRS,Brass,Heat 1/3,B,HMW-P,Scheduled,3,Alpine,"Towne, Jonathan",
7/27/26,Mo,13,CTR,Charioteer,Heat 1/3,B,HMW-P,Scheduled,2,Timberstone,Rader. Ed,
7/27/26,Mo,13,RDG,Ra: The Dice Game,Heat 2/3,B,HWO,Scheduled,1,Seasons,"Del Carpio, Tina",
7/27/26,Mo,13,RRR,Russian Railroads,Heat 3/3,A,HMW-T,Scheduled,2,Wintergreen,"Collins II, Curt",
7/27/26,Mo,13,TWS,Twilight Struggle,Round 2/5,B,SW,Continuous,4,Sunburst,"MacInnis, Randall",
7/27/26,Mo,13,VSD,Vegas Showdown,Heat 1/3,B,HMW-P,Scheduled,2,Snowflake,"Kaltman, Mike",
7/27/26,Mo,13,C&K,Catan: Cities & Knights,Semifinal,B,HMW-P,Scheduled,3,Seasons,"Gnech, Chris",
7/27/26,Mo,14,--,Auction/Auction Store Check-in,--,--,--,--,3,Grand Ballroom,"Gutermuth, Ken",
7/27/26,Mo,14,BKM,Bunny Kingdom,Demo 1/1,--,--,---,1,Exhibit Hall Annex #2,"Youells, Kevin",
7/27/26,Mo,14,MOV,Merchant of Venus,Demo 1/1,--,--,---,1,Exhibit Hall Annex #3,"Irving, Richard",
7/27/26,Mo,14,SFR,Santa Fe Rails,Demo 1/1,--,--,---,1,Exhibit Hall Annex #6,"Drummond, Andrew",
7/27/26,Mo,14,T&T,Thurn & Taxis,Demo 1/1,--,--,---,1,Exhibit Hall Annex #5,"Latto, Andy",
7/27/26,Mo,14,BAR,Battles of the American Revolution,Round 2/5,B,SwEl,Scheduled,6,Foggy Brews,"Miklos, Mark",
7/27/26,Mo,14,DOM,Dominion,Heat 3/3,B,HWO,Scheduled,1,Seasons,"Bielefeldt, Russ",
7/27/26,Mo,14,MOV,Merchant of Venus,Heat 1/3,B,HMW-P,Scheduled,3,Fox Den,"Irving, Richard",
7/27/26,Mo,14,SKG,Sekigahara,Round 2/3,C,SwEl,Continuous,3,Maple,"Mishler, Dennis",
7/27/26,Mo,14,VIP,Victory in the Pacific,Round 5/5,B,SwEl,Continuous,5,Snowflake,"Drozd, Ted",
7/27/26,Mo,14,AOR,Age of Renaissance,Final,B,HMW-P,Scheduled,4,Timberstone,"Spencer, Jay",
7/27/26,Mo,15,--,Las Vegas Juniors,--,C,Jr SE,--,2,Hemlock,"Heinz, Noah",
7/27/26,Mo,15,CMS,Circus Maximus,Demo 1/1,--,--,---,1,Exhibit Hall Annex #7,"Smith, Barry",
7/27/26,Mo,15,FDE,Formula De,Heat 2/4,C,HMW-P,Scheduled,3,Alpine,"Meader, Eric",
7/27/26,Mo,15,PRC,Pirate's Cove,Heat 1/3,B,HMW-P,Scheduled,2,Timberstone,"Otwell, Janet",
7/27/26,Mo,15,SFR,Santa Fe Rails,Heat 1/3,B,HMW-P,Scheduled,2,Fox Den,"Drummond, Andrew",
7/27/26,Mo,15,SWS,Swords & Sails,Round 1/3,B,SW,Scheduled,4,Exhibit Hall,"Williams, Jason",
7/27/26,Mo,15,TT2,Titan 2-Player,Round 2/2,B,HMSE,Scheduled,5,First Tracks Poolside,"desJardins, David",
7/27/26,Mo,15,WSN,Wingspan,Heat 1/3,B,HMW-P,Scheduled,2,Seasons,"Swift, Patti",
7/27/26,Mo,15,8XX,18xx,Final,B,HMW-T,Scheduled,6,Laurel,"McCorry, Tom",
7/27/26,Mo,16,TNW,The Napoleonic Wars,Demo 2/2,--,--,---,1,Exhibit Hall Annex #8,"Williams, Gareth",
7/27/26,Mo,16,KRM,Kremlin,Heat 2/4,B,HMW-P,Scheduled,3,Timberstone,"Cuccaro, Steve",
7/27/26,Mo,16,QOQ,Quacks,Heat 1/3,B,HMW-P,Scheduled,2,Wintergreen,"Hansen, Virginia",
7/27/26,Mo,16,RDG,Ra: The Dice Game,Heat 3/3,B,HWO,Scheduled,1,Seasons,"Del Carpio, Tina",
7/27/26,Mo,16,POG,Paths of Glory,Semifinal,C,SEM,Scheduled,6,Winterberry,"Gregorio, Alex",
7/27/26,Mo,17,LWD,Lords of Waterdeep,Demo 1/1,--,--,---,1,Exhibit Hall Annex #1,"St. Pierre, Robert",
7/27/26,Mo,17,WSM,Wooden Ships & Iron Men,Demo 1/1,--,--,---,1,Winterberry,"Hitchings, Tim",
7/27/26,Mo,17,AMR,Amun Re,Heat 3/3,B,HMW-P,Scheduled,2,Timberstone,"Freeman, Eric",
7/27/26,Mo,17,SKG,Sekigahara,Round 3/3,C,SwEl,Continuous,3,Maple,"Mishler, Dennis",
7/27/26,Mo,17,TTR,Ticket To Ride,Heat 2/4,B,HMW-T,Scheduled,2,Seasons,"Grey, Katie",
7/27/26,Mo,17,TWS,Twilight Struggle,Round 3/5,B,SW,Continuous,4,Sunburst,"MacInnis, Randall",
7/27/26,Mo,17,DOM,Dominion,Quarterfinal,B,HWO,Scheduled,1,Seasons,"Bielefeldt, Russ",
7/27/26,Mo,17,VGQ,Virgin Queen,Final,B,HMW-P,Scheduled,6,Timberstone,"Beach, Ed",
7/27/26,Mo,18,--,Risk Star Wars Juniors,--,C,Jr SE,--,2,Hemlock,"Melton, Craig",
7/27/26,Mo,18,BXC,Boxcars,Heat 2/3,B,HMW-P,Scheduled,4,Fox Den,"Bromley, Trella",
7/27/26,Mo,18,HWD,History of the World,Heat 1/2,B,HMW-P,Scheduled,6,Alpine,"Fournier,Roberto",
7/27/26,Mo,18,TNW,The Napoleonic Wars,Heat 2/3,B,HE,Scheduled,6,Wagner's Run,"Williams, Gareth",
7/27/26,Mo,18,DOM,Dominion,Semifinal,B,HWO,Scheduled,1,Seasons,"Bielefeldt, Russ",
7/27/26,Mo,19,AKN,Ark Nova,Heat 2/2,A,HWO,Scheduled,3,Seasons,"Weaver, Chad",
7/27/26,Mo,19,ELG,El Grande,Heat 2/3,B,HMW-P,Scheduled,2,Timberstone,"Flowers, Rob",
7/27/26,Mo,19,IVH,Ivanhoe,Heat 3/3,B,HMW-P,Scheduled,2,Alpine,"Roeper, Barb",
7/27/26,Mo,19,LWD,Lords of Waterdeep,Heat 1/3,B,HMW-P,Scheduled,2,Wintergreen,"St. Pierre, Robert",
7/27/26,Mo,19,SPD,Splendor,Heat 3/3,B,HMW-P,Scheduled,1,Seasons,"Murray, Rob",
7/27/26,Mo,19,SRM,Star Wars: Outer Rim,Heat 3/3,B,HMW-T,Scheduled,3,Alpine,"Sample, Martin",
7/27/26,Mo,19,BSN,Beyond the Sun,Semifinal,B,HMW-P,Scheduled,2,Fox Den,"Wu, Jeff",
7/27/26,Mo,19,VIP,Victory in the Pacific,Semifinal,B,SwEl,Continuous,5,Snowflake,"Drozd, Ted",
7/27/26,Mo,19,7WS,7 Wonders,Final,B,HMW-P,Scheduled,2,Dogwood,"Shea, Elizabeth",
7/27/26,Mo,20,LST,Lost Cities,Demo 1/1,--,--,---,1,Exhibit Hall Annex #1,"Pettis, Roy",
7/27/26,Mo,20,PGD,Power Grid,Heat 3/3,A,HMW-P,Scheduled,3,Timberstone,"Munson, Mike",
7/27/26,Mo,20,WPS,"Win, Place, & Show",Heat 1/3,C,HWO,Scheduled,3,Evergreen,"Romano, Joseph",
7/27/26,Mo,20,SKG,Sekigahara,Quarterfinal,C,SwEl,Continuous,3,Maple,"Mishler, Dennis",
7/27/26,Mo,21,ING,Ingenious,Demo 1/1,--,--,---,1,Exhibit Hall Annex #2,"DuBoff, Max",
7/27/26,Mo,21,STA,Stone Age,Heat 2/3,B,HWO,Scheduled,2,Wintergreen,"Stufflet, Dave",
7/27/26,Mo,21,TWS,Twilight Struggle,Round 4/5,B,SW,Continuous,4,Sunburst,"MacInnis, Randall",
7/27/26,Mo,21,5TR,Five Tribes,Semifinal,B,HMW-P,Scheduled,2,Snowflake,"Wildes, Chris",
7/27/26,Mo,22,BSN,Beyond the Sun,Final,B,HMW-P,Scheduled,2,Laurel,"Wu, Jeff",
7/27/26,Mo,23,ING,Ingenious,Heat 1/3,B,HWO,Scheduled,1,Seasons,"DuBoff, Max",
7/27/26,Mo,23,AMR,Amun Re,Semifinal,B,HMW-P,Scheduled,2,Timberstone,"Freeman, Eric",
7/27/26,Mo,23,SKG,Sekigahara,Semifinal,C,SwEl,Continuous,3,Maple,"Mishler, Dennis",
7/27/26,Mo,24,--,Open Gaming Library Closes,--,--,--,--,--,Exhibit Hall,"Buckwalter, Scott",
Tuesday,,,,,,,,,,,,
7/28/26,Tu,7:30,--,Yoga for all levels,--,--,--,--,0.75,Ski Lodge Deck,"Lewis, Jeff",
7/28/26,Tu,8,--,Registration,--,--,--,--,12,Stag Pass,"Gutermuth, Ken",
7/28/26,Tu,8:15,--,Auction Store,--,--,--,--,2.75,Grand Ballroom,"Gutermuth, Ken",
7/28/26,Tu,8:30,--,Auction,--,--,--,--,4.5,Grand Ballroom,"Gutermuth, Ken",
7/28/26,Tu,9,--,Open Gaming,--,--,--,--,15,Exhibit Hall,"Buckwalter, Scott",
7/28/26,Tu,9,--,Open Gaming Library Opens,--,--,--,--,15,Exhibit Hall,"Buckwalter, Scott",
7/28/26,Tu,9,--,Sushi Go Juniors,--,C,Jr SE,--,2,Hemlock,"Coussis, Nina",
7/28/26,Tu,9,--,Mega Civilization,--,--,--,--,12,First Tracks Center,"Barhorst, Nathan",
7/28/26,Tu,9,CBC,Combat Commander,Demo 1/1,--,--,---,1,Exhibit Hall Annex #1,"Wagner, Nathan",
7/28/26,Tu,9,WWR,Washington's War,Demo 1/1,--,--,---,1,Exhibit Hall Annex #6,"Peeck, Bill",
7/28/26,Tu,9,AFK,Afrika Korps,Round 4/7,A,SwEl,Freeform,7,Winterberry,"Sinigaglio, Bruno",
7/28/26,Tu,9,BAR,Battles of the American Revolution,Round 3/5,B,SwEl,Scheduled,10,Foggy Brews,"Miklos, Mark",
7/28/26,Tu,9,BWD,Bitter Woods,Round 4/7,A,SwEl,Freeform,7,Winterberry,"Sinigaglio, Bruno",
7/28/26,Tu,9,PZB,Panzerblitz,Round 4/7,B,SwEl,Freeform,6,Winterberry,"Northey, Rick",
7/28/26,Tu,9,SQL,Squad Leader,Round 4/7,A,SwEl,Freeform,4,Winterberry,Pollard. Pete,
7/28/26,Tu,9,TRC,The Russian Campaign,Round 4/7,A,SwEl,Freeform,5,Winterberry,"Karahalios, George",
7/28/26,Tu,9,TWS,Twilight Struggle,Round 5/5,B,SW,Continuous,4,Sunburst,"MacInnis, Randall",
7/28/26,Tu,9,WAT,Waterloo,Round 3/5,A,SwEl,Freeform,6,Winterberry,"Musella, Martin",
7/28/26,Tu,9,WSM,Wooden Ships & Iron Men,Round 4/8,B,SwEl,Freeform,2,Winterberry,"Hitchings, Tim",
7/28/26,Tu,9,ACV,Advanced Civilization,Final,B,HMW-P,Scheduled,8,First Tracks Slopeside,"Spencer, Jay",
7/28/26,Tu,9,5TR,Five Tribes,Final,B,HMW-P,Scheduled,2,Laurel,"Wildes, Chris",
7/28/26,Tu,9,POG,Paths of Glory,Final,C,SEM,Scheduled,6,Winterberry,"Gregorio, Alex",
7/28/26,Tu,9,SKG,Sekigahara,Final,C,SwEl,Continuous,3,Laurel,"Mishler, Dennis",
7/28/26,Tu,9,VIP,Victory in the Pacific,Final,B,SwEl,Continuous,5,Laurel,"Drozd, Ted",
7/28/26,Tu,10,ACQ,Acquire,Demo 1/1,--,--,--,1,Exhibit Hall Annex #5,"Ackman, Cliff",
7/28/26,Tu,10,PRO,Puerto Rico,Demo 1/1,--,--,---,1,Exhibit Hall Annex #2,"Shay, Richard",
7/28/26,Tu,10,TRC,The Russian Campaign,Demo 1/1,--,--,---,1,Winterberry,"Karahalios, George",
7/28/26,Tu,10,AMR,Amun Re,Final,B,HMW-P,Scheduled,2,Laurel,"Freeman, Eric",
7/28/26,Tu,10,AGE,Through the Ages,Final,A,HMW-P,Scheduled,4,Laurel,"Buehler, Randy",
7/28/26,Tu,11:15,--,BPA Annual Meeting,--,--,--,--,0.75,Grand Ballroom,"Lewis, Andy",
7/28/26,Tu,12,--,Ingenious Juniors,--,C,Jr SE,--,2,Hemlock,"LeWinter, Steven",
7/28/26,Tu,12,ARC,Arcs,Demo 1/1,--,--,---,1,Exhibit Hall Annex #1,"Tamburo, Joel",
7/28/26,Tu,12,HET,Heat: Pedal to the Metal,Demo 1/1,--,--,---,1,Exhibit Hall Annex #7,"Wolff, Jack",
7/28/26,Tu,12,SSB,Superstar Baseball,Demo 1/1,--,--,---,1,Exhibit Hall Annex #5,"Lee, Roderick",
7/28/26,Tu,13,BRI,Britannia,Demo 1/1,--,--,---,1,Exhibit Hall Annex #2,"O'Connor, Matthew",
7/28/26,Tu,14,BXC,Boxcars,Heat 3/3,B,HMW-P,Scheduled,4,Sunburst,"Bromley, Trella",
7/28/26,Tu,14,BRI,Britannia,Heat 1/3,B,HMW-P,Scheduled,5,Wagner's Run,"O'Connor, Matthew",
7/28/26,Tu,14,CTR,Charioteer,Heat 2/3,B,HMW-P,Scheduled,2,Grand Ballroom,Rader. Ed,
7/28/26,Tu,14,CBC,Combat Commander,Round 1/5,B,SwEl,Continuous,4,Maple,"Wagner, Nathan",
7/28/26,Tu,14,FDE,Formula De,Heat 3/4,C,HMW-P,Scheduled,3,Alpine,"Meader, Eric",
7/28/26,Tu,14,GAP,Gaia Project,Heat 3/3,B,HMW-P,Scheduled,3,Grand Ballroom,"Cederquist, Dave",
7/28/26,Tu,14,GWT,Great Western Trail,Heat 3/3,A,HMW-P,Scheduled,3,Wintergreen,"Versak, Dalton",
7/28/26,Tu,14,HET,Heat: Pedal to the Metal,Heat 2/2,B,HMW-P,Scheduled,2,Grand Ballroom,"Wolff, Jack",
7/28/26,Tu,14,IMS,Imperial Struggle,Round 1/3,B,SwEl,Continuous,5,Snowflake,"Drueding, Tom",
7/28/26,Tu,14,LWD,Lords of Waterdeep,Heat 2/3,B,HMW-P,Scheduled,2,Seasons,"St. Pierre, Robert",
7/28/26,Tu,14,NVG,Navegador,Heat 2/3,B,HMW-P,Scheduled,2,Seasons,"Martin, Chad",
7/28/26,Tu,14,SFR,Santa Fe Rails,Heat 2/3,B,HMW-P,Scheduled,2,Wintergreen,"Drummond, Andrew",
7/28/26,Tu,14,TTN,Titan,Heat 2/4,A,HMW-P,Scheduled,5,First Tracks Poolside,"desJardins, David",
7/28/26,Tu,14,V19,Versailles 1919,Heat 1/2,B,HMW-P,Scheduled,3,Grand Ballroom,"Pettis, Roy",
7/28/26,Tu,14,SRM,Star Wars: Outer Rim,Semifinal,B,HMW-T,Scheduled,3,Alpine,"Sample, Martin",
7/28/26,Tu,14,AGR,Agricola,Final,A,HMW-P,Scheduled,3,Laurel,"Sperling, Lumin",
7/28/26,Tu,15,--,Family Wits and Wagers Juniors,--,C,Jr SE,--,2,Fox Den,"Shea, Philip",
7/28/26,Tu,15,CCN,Commands & Colors: Napoleonics,Demo 1/1,--,--,---,1,Exhibit Hall Annex #5,"Polcen, Mike",
7/28/26,Tu,15,MMA,Monsters Menace America,Demo 1/1,--,--,---,1,Exhibit Hall Annex #7,"Pack, David-John",
7/28/26,Tu,15,UPF,Up Front,Demo 1/1,--,--,---,1,Exhibit Hall Annex #4,"Whitesell, Ken",
7/28/26,Tu,15,SWS,Swords & Sails,Round 2/3,B,SW,Scheduled,4,Exhibit Hall,"Williams, Jason",
7/28/26,Tu,16,SSB,Superstar Baseball,Draft,--,--,---,1,Chestnut,"Lee, Roderick",
7/28/26,Tu,16,CAS,Cascadia,Heat 3/3,B,HWO,Scheduled,2,Seasons,"Allen, Henry",
7/28/26,Tu,16,EVD,Everdell,Heat 2/2,B,HMW-P,Scheduled,2,Wintergreen,"Martin, Andrew",
7/28/26,Tu,16,VSD,Vegas Showdown,Heat 2/3,B,HMW-P,Scheduled,2,Grand Ballroom,"Kaltman, Mike",
7/28/26,Tu,16,PGD,Power Grid,Semifinal,A,HMW-P,Scheduled,3,Grand Ballroom,"Munson, Mike",
7/28/26,Tu,17,BKN,Breakout Normandy,Demo 1/1,--,--,---,1,Exhibit Hall Annex #1,"Thompson, Nels",
7/28/26,Tu,17,HIS,Here I Stand,Demo 1/1,--,--,---,1,Exhibit Hall Annex #7,"Rice, Justin",
7/28/26,Tu,17,KRM,Kremlin,Demo 1/1,--,--,---,1,Exhibit Hall Annex #3,"Cuccaro, Steve",
7/28/26,Tu,17,NVW,Naval War,Demo 1/1,--,--,---,1,Exhibit Hall Annex #6,"Kramer, James",
7/28/26,Tu,17,ARC,Arcs,Heat 1/3,B,HMW-P,Scheduled,4,Grand Ballroom,"Tamburo, Joel",
7/28/26,Tu,17,CBC,Combat Commander,Round 2/5,B,SwEl,Continuous,4,Maple,"Wagner, Nathan",
7/28/26,Tu,17,FFM,Freeman's Farm,Heat 3/4,B,HMW-P,Scheduled,3,Foggy Brews,"Lange, Jeff",
7/28/26,Tu,17,SSB,Superstar Baseball,Round 1/2,B,SwEl,Scheduled,4,Chestnut,"Lee, Roderick",
7/28/26,Tu,17,GWT,Great Western Trail,Semifinal,A,HMW-P,Scheduled,3,Laurel,"Versak, Dalton",
7/28/26,Tu,17,ROT,Root,Final,C,HWO,Scheduled,3,Snowflake,"McKinnes, Luke",
7/28/26,Tu,18,--,Family Facts in Four Juniors,--,C,Jr SE,--,1,Fox Den,"Drummond, Andrew",
7/28/26,Tu,18,ABN,Air Baron,Heat 3/4,B,HMW-P,Scheduled,3,Dogwood,"Jamelli, Max",
7/28/26,Tu,18,ACS,Atlantic Storm,Heat 2/3,A,HMW-P,Scheduled,2,Timberstone,"Evinger, Tim",
7/28/26,Tu,18,AUC,Auction,Heat 3/4,B,HWO,Scheduled,1,Evergreen,"Kyrkos, Vassili",
7/28/26,Tu,18,AZL,Azul,Heat 3/3,B,HMW-P,Scheduled,1,Seasons,"Speaker, Eric",
7/28/26,Tu,18,BKN,Breakout Normandy,Mulligan,B,SEM,Continuous,6,First Tracks Slopeside,"Thompson, Nels",
7/28/26,Tu,18,CMS,Circus Maximus,Heat 1/3,C,HMW-P,Scheduled,4,Wintergreen,"Smith, Barry",
7/28/26,Tu,18,ELG,El Grande,Heat 3/3,B,HMW-P,Scheduled,2,Grand Ballroom,"Flowers, Rob",
7/28/26,Tu,18,EPB,Empire Builder,Heat 3/3,B,HMW-P,Scheduled,4,Sunburst,"Bromley, Trella",
7/28/26,Tu,18,FTP,For the People,Mulligan,C,SEM,Continuous,6,First Tracks Poolside,"Pei, James",
7/28/26,Tu,18,JCY,John Company,Heat 2/2,B,HMW-P,Scheduled,5,Alpine,"Burdett, Jeff",
7/28/26,Tu,18,LLM,Leaping Lemmings,Heat 1/4,C,HWO,Scheduled,2,Sunburst,"Powers, Bill",
7/28/26,Tu,18,SCC,Stock Car Championship Racing,Heat 2/3,B,HMW-P,Scheduled,2,Wintergreen,"Wolfe, David",
7/28/26,Tu,18,T&T,Thurn & Taxis,Heat 1/3,B,HWO,Scheduled,2,Seasons,"Latto, Andy",
7/28/26,Tu,19,--,Juniors Movie Night,--,--,--,--,2,Fox Den,"Byrd, Megan",
7/28/26,Tu,19,QGB,Star Wars: Queen's Gambit,Demo 1/1,--,--,---,1,Exhibit Hall Annex #1,"Kizer, Chris",
7/28/26,Tu,19,AOA,Ace of Aces,Heat 3/4,C,SwEl,Freeform,1,Chestnut,"Chesnut, Matt",
7/28/26,Tu,19,GXT,Galaxy Trucker,Heat 2/3,B,HMW-P,Scheduled,2,First Tracks Center,"Finberg, David",
7/28/26,Tu,19,HIS,Here I Stand,Round 1/2,B,HMW-P,Scheduled,6,Wagner's Run,"Rice, Justin",
7/28/26,Tu,19,IMS,Imperial Struggle,Round 2/3,B,SwEl,Continuous,5,Snowflake,"Drueding, Tom",
7/28/26,Tu,19,KRM,Kremlin,Heat 3/4,B,HMW-P,Scheduled,3,Grand Ballroom,"Cuccaro, Steve",
7/28/26,Tu,19,MMS,March Madness,Heat 2/4,B,HMSE,Scheduled,3,Evergreen,"Reiff, Bruce",
