Boardgame Players Association,,,,,,,,,,,,
2026 WBC Schedule,,,,,,,,,,,,
,,,,,,,,,,,,
Chronological Web Schedule,,,,,,,,,,,,
,,,,,,,,,,,,
Date,Day Code,Time,Event Code,Event,Round/Heat,Class,Format,Style,Duration,Location,GM,Change Date
First Friday,,,,,,,,,,,,
7/28/26,Tu,19,SPD,Splendor,Quarterfinal,B,HMW-P,Scheduled,1,Grand Ballroom,"Murray, Rob",
7/28/26,Tu,19,SRM,Star Wars: Outer Rim,Final,B,HMW-T,Scheduled,3,Laurel,"Sample, Martin",
7/28/26,Tu,20,--,The Battle of Cowpens,--,--,--,--,1,Foggy Brews,"Sinigaglio, Bruno",
7/28/26,Tu,20,MED,Medici,Heat 3/3,C,HWO,Scheduled,2,Seasons,"Cornett, Jeff",
7/28/26,Tu,20,NVW,Naval War,Heat 1/3,B,HWO,Scheduled,3,Grand Ballroom,"Kramer, James",
7/28/26,Tu,20,STA,Stone Age,Heat 3/3,B,HWO,Scheduled,2,Seasons,"Stufflet, Dave",
7/28/26,Tu,20,TFM,Terraforming Mars,Heat 1/1,A,HMW-P,Scheduled,4,Seasons,"Martin, Andrew",
7/28/26,Tu,20,RDG,Ra: The Dice Game,Quarterfinal,B,HWO,Scheduled,1,Seasons,"Del Carpio, Tina",
7/28/26,Tu,20,IVH,Ivanhoe,Semifinal,B,HMW-P,Scheduled,2,Grand Ballroom,"Roeper, Barb",
7/28/26,Tu,20,RRR,Russian Railroads,Semifinal,A,HMW-T,Scheduled,2,Laurel,"Collins II, Curt",
7/28/26,Tu,20,SPD,Splendor,Semifinal,B,HMW-P,Scheduled,1,Grand Ballroom,"Murray, Rob",
7/28/26,Tu,20,GWT,Great Western Trail,Final,A,HMW-P,Scheduled,3,Laurel,"Versak, Dalton",
7/28/26,Tu,21,SPG,Saint Petersburg,Demo 1/1,--,--,---,1,Exhibit Hall Annex #2,"Feathers, Ryan",
7/28/26,Tu,21,RA!,Ra!,Heat 2/4,B,HMW-P,Scheduled,2,Grand Ballroom,"Bove, Alex",
7/28/26,Tu,21,QGB,Star Wars: Queen's Gambit,Heat 2/3,B,HWO,Scheduled,2,Maple,"Kizer, Chris",
7/28/26,Tu,21,SP2,Splendor Duel,Quarterfinal,B,HWO,Scheduled,1,Sunburst,"Chauvin, Carl",
7/28/26,Tu,22,KOT,King of Tokyo,Demo 1/1,--,--,---,1,Exhibit Hall Annex #7,"O'Flynn, Tim",
7/28/26,Tu,22,ING,Ingenious,Heat 2/3,B,HWO,Scheduled,1,Seasons,"DuBoff, Max",
7/28/26,Tu,22,SPG,Saint Petersburg,Heat 1/3,B,HMW-P,Scheduled,2,Wintergreen,"Feathers, Ryan",
7/28/26,Tu,22,IVH,Ivanhoe,Final,B,HMW-P,Scheduled,2,Laurel,"Roeper, Barb",
7/28/26,Tu,22,RRR,Russian Railroads,Final,A,HMW-T,Scheduled,2,Laurel,"Collins II, Curt",
7/28/26,Tu,23,KOT,King of Tokyo,Round 1/1,C,SE,Continuous,1,Grand Ballroom,"O'Flynn, Tim",
7/28/26,Tu,23,WPS,"Win, Place, & Show",Heat 2/3,C,HWO,Scheduled,3,Evergreen,"Romano, Joseph",
7/28/26,Tu,23,SP2,Splendor Duel,Semifinal,B,HWO,Scheduled,1,Sunburst,"Chauvin, Carl",
7/28/26,Tu,23,DOM,Dominion,Final,B,HWO,Scheduled,1,Laurel,"Bielefeldt, Russ",
7/28/26,Tu,24,--,Open Gaming Library Closes,--,--,--,--,--,Exhibit Hall,"Buckwalter, Scott",
7/28/26,Tu,24,KOT,King of Tokyo,Semifinal,C,SE,Continuous,1,Grand Ballroom,"O'Flynn, Tim",
7/28/26,Tu,24,SP2,Splendor Duel,Final,B,HWO,Scheduled,1,Sunburst,"Chauvin, Carl",
Wednesday,,,,,,,,,,,,
7/29/26,We,1,KOT,King of Tokyo,Final,C,SE,Continuous,1,Grand Ballroom,"O'Flynn, Tim",
7/29/26,We,7:30,--,Yoga for all levels,--,--,--,--,0.75,Ski Lodge Deck,"Lewis, Jeff",
7/29/26,We,8,--,Registration,--,--,--,--,12,Stag Pass,"Gutermuth, Ken",
7/29/26,We,8,ROW,Railways of the World,Demo 1/1,--,--,---,1,Exhibit Hall Annex #7,"LeBoeuf, Pierre",
7/29/26,We,9,--,Open Gaming,--,--,--,--,15,Exhibit Hall,"Buckwalter, Scott",
7/29/26,We,9,--,Open Gaming Library Opens,--,--,--,--,15,Exhibit Hall,"Buckwalter, Scott",
7/29/26,We,9,--,Titan the Arena Juniors,--,C,Jr SE,--,2,Hemlock,"Shea, Jordan",
7/29/26,We,9,GCA,Great Campaigns of the ACW,Demo 1/1,--,--,---,1,Exhibit Hall Annex #1,"Cross, David",
7/29/26,We,9,AFK,Afrika Korps,Round 5/7,A,SwEl,Freeform,7,Winterberry,"Sinigaglio, Bruno",
7/29/26,We,9,ACS,Atlantic Storm,Heat 3/3,A,HMW-P,Scheduled,2,Grand Ballroom,"Evinger, Tim",
7/29/26,We,9,BAR,Battles of the American Revolution,Round 4/5,B,SwEl,Scheduled,8,Foggy Brews,"Miklos, Mark",
7/29/26,We,9,BWD,Bitter Woods,Round 5/7,A,SwEl,Freeform,7,Winterberry,"Sinigaglio, Bruno",
7/29/26,We,9,BRS,Brass,Heat 2/3,B,HMW-P,Scheduled,3,Grand Ballroom,"Towne, Jonathan",
7/29/26,We,9,BKN,Breakout Normandy,Round 1/3,B,SEM,Continuous,6,First Tracks Slopeside,"Thompson, Nels",
7/29/26,We,9,BRI,Britannia,Heat 2/3,B,HMW-P,Scheduled,5,Wagner's Run,"O'Connor, Matthew",
7/29/26,We,9,BKM,Bunny Kingdom,Heat 1/2,B,HMW-P,Scheduled,2,Grand Ballroom,"Youells, Kevin",
7/29/26,We,9,CBC,Combat Commander,Round 3/5,B,SwEl,Continuous,4,Fox Den,"Wagner, Nathan",
7/29/26,We,9,CCN,Commands & Colors: Napoleonics,Round 1/4,B,SwEl,Continuous,2,Maple,"Polcen, Mike",
7/29/26,We,9,FDE,Formula De,Heat 4/4,C,HMW-P,Scheduled,3,Alpine,"Meader, Eric",
7/29/26,We,9,IMS,Imperial Struggle,Round 3/3,B,SwEl,Continuous,5,Snowflake,"Drueding, Tom",
7/29/26,We,9,MOV,Merchant of Venus,Heat 2/3,B,HMW-P,Scheduled,3,Sunburst,"Irving, Richard",
7/29/26,We,9,MMA,Monsters Menace America,Heat 1/4,C,HMW-P,Continuous,2,Grand Ballroom,"Pack, David-John",
7/29/26,We,9,PZB,Panzerblitz,Round 5/7,B,SwEl,Freeform,6,Winterberry,"Northey, Rick",
7/29/26,We,9,ROW,Railways of the World,Heat 1/3,B,HMW-P,Scheduled,3,Alpine,"LeBoeuf, Pierre",
7/29/26,We,9,SPG,Saint Petersburg,Heat 2/3,B,HMW-P,Scheduled,2,Seasons,"Feathers, Ryan",
7/29/26,We,9,SQL,Squad Leader,Round 5/7,A,SwEl,Freeform,4,Winterberry,Pollard. Pete,
7/29/26,We,9,TRC,The Russian Campaign,Round 5/7,A,SwEl,Freeform,5,Winterberry,"Karahalios, George",
7/29/26,We,9,THA,Thunder Alley,Semifinal,B,HMW-T,Scheduled,3,Grand Ballroom,"Collins II, Curt",
7/29/26,We,9,WAT,Waterloo,Round 4/5,A,SwEl,Freeform,6,Winterberry,"Musella, Martin",
7/29/26,We,9,WSM,Wooden Ships & Iron Men,Round 5/8,B,SwEl,Freeform,2,Winterberry,"Hitchings, Tim",
7/29/26,We,9,AKN,Ark Nova,Quarterfinal,A,HWO,Scheduled,3,Seasons,"Weaver, Chad",
7/29/26,We,16,CMK,Castles of Mad King Ludwig,Demo 1/1,--,--,---,1,Exhibit Hall Annex #6,"Corrado, John",
7/29/26,We,10,GAP,Gaia Project,Heat 2/3,B,HMW-P,Scheduled,3,Grand Ballroom,"Cederquist, Dave",
7/29/26,We,11,FMR,Formula Motor Racing,Demo 1/1,--,--,---,1,Exhibit Hall Annex #2,"LeFevre, Chris",
7/29/26,We,11,TTA,Titan The Arena,Demo 1/1,--,--,---,1,Exhibit Hall Annex #5,"Breza, Kevin",
7/29/26,We,11,ADV,Adel Verpflichtet,Heat 3/3,B,HMW-P,Scheduled,2,Sunburst,"Bender, Angela",
7/29/26,We,11,BKM,Bunny Kingdom,Heat 2/2,B,HMW-P,Scheduled,2,Grand Ballroom,"Youells, Kevin",
7/29/26,We,11,CMK,Castles of Mad King Ludwig,Heat 1/3,A,HMW-P,Scheduled,2,Seasons,"Corrado, John",
7/29/26,We,11,CCN,Commands & Colors: Napoleonics,Round 2/4,B,SwEl,Continuous,2,Maple,"Polcen, Mike",
7/29/26,We,11,GCA,Great Campaigns of the ACW,Round 1/3,B,SwEl,Scheduled,3,First Tracks Poolside,"Cross, David",
7/29/26,We,11,MMA,Monsters Menace America,Heat 2/4,C,HMW-P,Continuous,2,Grand Ballroom,"Pack, David-John",
7/29/26,We,11,QGB,Star Wars: Queen's Gambit,Heat 3/3,B,HWO,Scheduled,2,Fox Den,"Kizer, Chris",
7/29/26,We,12,--,Vendor Setup,--,--,--,--,8,Timberstone,"Gutermuth, Ken",
7/29/26,We,12,DNI,Dune Imperium,Demo 1/1,--,--,---,1,Exhibit Hall Annex #1,"Spencer, Jay",
7/29/26,We,12,CBC,Combat Commander,Round 4/5,B,SwEl,Continuous,4,Fox Den,"Wagner, Nathan",
7/29/26,We,12,EIS,Enemy in Sight,Heat 2/3,B,HWO,Scheduled,3,Grand Ballroom,"Evinger, Matt",
7/29/26,We,12,KRM,Kremlin,Heat 4/4,B,HMW-P,Scheduled,3,Grand Ballroom,"Cuccaro, Steve",
7/29/26,We,12,LLM,Leaping Lemmings,Heat 2/4,C,HWO,Scheduled,2,Wintergreen,"Powers, Bill",
7/29/26,We,12,TTN,Titan,Heat 3/4,A,HMW-P,Scheduled,5,First Tracks Center,"desJardins, David",
7/29/26,We,12,BXC,Boxcars,Semifinal,B,HMW-P,Scheduled,4,Laurel,"Bromley, Trella",
7/29/26,We,12,THA,Thunder Alley,Final,B,HMW-T,Scheduled,3,Laurel,"Collins II, Curt",
7/29/26,We,13,--,Guillotine Juniors,--,C,Jr SE,--,2,Hemlock,"Stakenas, Ray",
7/29/26,We,13,ALH,Alhambra,Demo 1/1,--,--,---,1,Exhibit Hall Annex #6,"Gutermuth, Debbie",
7/29/26,We,13,COB,Castles of Burgundy,Round 2/3,B,HMW-P,Scheduled,3,Sunburst,"Irving, Richard",
7/29/26,We,13,CCN,Commands & Colors: Napoleonics,Round 3/4,B,SwEl,Continuous,2,Maple,"Polcen, Mike",
7/29/26,We,13,DUN,Dune,Round 1/3,A,HE,Scheduled,5,Alpine,"Johnson, Brad",
7/29/26,We,13,DNI,Dune Imperium,Heat 1/3,B,HMW-P,Scheduled,3,Seasons,"Spencer, Jay",
7/29/26,We,13,FMR,Formula Motor Racing,Heat 1/3,B,HMW-P,Scheduled,2,Grand Ballroom,"LeFevre, Chris",
7/29/26,We,13,MMA,Monsters Menace America,Heat 3/4,C,HMW-P,Continuous,2,Grand Ballroom,"Pack, David-John",
7/29/26,We,13,SFR,Santa Fe Rails,Heat 3/3,B,HMW-P,Scheduled,2,Snowflake,"Drummond, Andrew",
7/29/26,We,13,TFM,Terraforming Mars,Heat 1/2,A,HMW-P,Scheduled,4,Seasons,"Martin, Andrew",
7/29/26,We,13,STA,Stone Age,Quarterfinal,B,HWO,Scheduled,2,Seasons,"Stufflet, Dave",
7/29/26,We,13,C&K,Catan: Cities & Knights,Final,B,HMW-P,Scheduled,3,Laurel,"Gnech, Chris",
7/29/26,We,14,CMS,Circus Maximus,Heat 2/3,C,HMW-P,Scheduled,4,Wintergreen,"Smith, Barry",
7/29/26,We,14,GCA,Great Campaigns of the ACW,Round 2/3,B,SwEl,Scheduled,3,First Tracks Poolside,"Cross, David",
7/29/26,We,14,RRY,Robo Rally,Heat 2/3,C,HWO,Scheduled,3,Grand Ballroom,"Houde, Marc",
7/29/26,We,14,IMS,Imperial Struggle,Semifinal,B,SwEl,Continuous,5,Snowflake,"Drueding, Tom",
7/29/26,We,14,SPD,Splendor,Final,B,HMW-P,Scheduled,1,Grand Ballroom,"Murray, Rob",
7/29/26,We,15,--,Incan Gold Juniors,--,C,Jr SE,--,2,Hemlock,"Shea, Elizabeth",
7/29/26,We,15,ALH,Alhambra,Heat 1/2,B,HWO,Scheduled,2,Sunburst,"Gutermuth, Debbie",
7/29/26,We,15,AUC,Auction,Heat 4/4,B,HWO,Scheduled,1,Chestnut,"Kyrkos, Vassili",
7/29/26,We,15,BKN,Breakout Normandy,Round 2/3,B,SEM,Continuous,6,First Tracks Slopeside,"Thompson, Nels",
7/29/26,We,15,CBC,Combat Commander,Round 5/5,B,SwEl,Continuous,4,Fox Den,"Wagner, Nathan",
7/29/26,We,15,CCN,Commands & Colors: Napoleonics,Round 4/4,B,SwEl,Continuous,2,Maple,"Polcen, Mike",
7/29/26,We,15,MMA,Monsters Menace America,Heat 4/4,C,HMW-P,Continuous,2,Grand Ballroom,"Pack, David-John",
7/29/26,We,15,SWS,Swords & Sails,Round 3/3,B,SW,Scheduled,4,Exhibit Hall,"Williams, Jason",
7/29/26,We,15,TTA,Titan The Arena,Heat 1/3,B,HMW-P,Scheduled,1,Wintergreen,"Breza, Kevin",
7/29/26,We,15,ELG,El Grande,Semifinal,B,HMW-P,Scheduled,2,Grand Ballroom,"Flowers, Rob",
7/29/26,We,15,SFR,Santa Fe Rails,Semifinal,B,HMW-P,Scheduled,2,Snowflake,"Drummond, Andrew",
7/29/26,We,16,ASL,Advanced Squad Leader,Round 1/3,A,SE,Continuous,5,Winterberry,"Schilling, Curt",
7/29/26,We,16,FFM,Freeman's Farm,Heat 4/4,B,HMW-P,Scheduled,3,Foggy Brews,"Lange, Jeff",
7/29/26,We,16,NVW,Naval War,Heat 2/3,B,HWO,Scheduled,3,Grand Ballroom,"Kramer, James",
7/29/26,We,16,SAG,Sagrada,Heat 2/3,B,HMW-P,Scheduled,1,Seasons,"Schreier, Daron",
7/29/26,We,16,AZL,Azul,Quarterfinal,B,HMW-P,Scheduled,1,Seasons,"Speaker, Eric",
7/29/26,We,16,AUC,Auction,Semifinal,B,HWO,Scheduled,1,Chestnut,"Kyrkos, Vassili",
7/29/26,We,16,PGD,Power Grid,Final,A,HMW-P,Scheduled,3,Laurel,"Munson, Mike",
7/29/26,We,17,ALL,Alliance,Demo 1/1,--,--,---,1,Exhibit Hall Annex #1,"McDonald, Scott",
7/29/26,We,17,ARC,Arcs,Heat 2/3,B,HMW-P,Scheduled,4,Grand Ballroom,"Tamburo, Joel",
7/29/26,We,17,FBS,Football Strategy,Heat 2/2,B,HMSE,Scheduled,7,Evergreen,"Schoose, Bert",
7/29/26,We,17,GCA,Great Campaigns of the ACW,Round 3/3,B,SwEl,Scheduled,3,First Tracks Poolside,"Cross, David",
7/29/26,We,17,LWD,Lords of Waterdeep,Heat 3/3,B,HMW-P,Scheduled,2,Sunburst,"St. Pierre, Robert",
7/29/26,We,17,ROW,Railways of the World,Heat 2/3,B,HMW-P,Scheduled,3,Alpine,"LeBoeuf, Pierre",
7/29/26,We,17,T&T,Thurn & Taxis,Heat 2/3,B,HWO,Scheduled,2,Seasons,"Latto, Andy",
7/29/26,We,17,VSD,Vegas Showdown,Heat 3/3,B,HMW-P,Scheduled,2,Grand Ballroom,"Kaltman, Mike",
7/29/26,We,17,AZL,Azul,Semifinal,B,HMW-P,Scheduled,1,Seasons,"Speaker, Eric",
7/29/26,We,17,MMA,Monsters Menace America,Semifinal,C,HMW-P,Continuous,2,Grand Ballroom,"Pack, David-John",
7/29/26,We,17,AUC,Auction,Final,B,HWO,Scheduled,1,Laurel,"Kyrkos, Vassili",
7/29/26,We,17,ELG,El Grande,Final,B,HMW-P,Scheduled,2,Grand Ballroom,"Flowers, Rob",
7/29/26,We,18,--,Ticket to Ride Juniors,--,C,Jr SE,--,2,Hemlock,"Byrd, Aaron",
7/29/26,We,18,ALL,Alliance,Round 1/3,C,SW,Scheduled,4,Fox Den,"McDonald, Scott",
7/29/26,We,18,HWD,History of the World,Heat 2/2,B,HMW-P,Scheduled,6,Alpine,"Fournier,Roberto",
7/29/26,We,18,SWR,Star Wars: Rebellion,Round 1/2,B,SEM,Scheduled,4,Fox Den,"Gregorio, Alex",
7/29/26,We,18,SCC,Stock Car Championship Racing,Heat 3/3,B,HMW-P,Scheduled,2,Wintergreen,"Wolfe, David",
7/29/26,We,18,TNW,The Napoleonic Wars,Heat 3/3,B,HE,Scheduled,6,Wagner's Run,"Williams, Gareth",
7/29/26,We,18,CBC,Combat Commander,Semifinal,B,SwEl,Continuous,4,Fox Den,"Wagner, Nathan",
7/29/26,We,18,CCN,Commands & Colors: Napoleonics,Semifinal,B,SwEl,Continuous,2,Maple,"Polcen, Mike",
7/29/26,We,18,EPB,Empire Builder,Semifinal,B,HMW-P,Scheduled,4,Snowflake,"Bromley, Trella",
7/29/26,We,18,JCY,John Company,Semifinal,B,HMW-P,Scheduled,5,Alpine,"Burdett, Jeff",
7/29/26,We,19,--,American Revolutionary War Trivia,--,--,--,--,2,Foggy Brews,"Miklos, Mark",
7/29/26,We,19,--,The Great Hunger,--,--,--,--,1,First Tracks Center,"McPartland, Kevin",
7/29/26,We,19,--,American Revolutionary Trivia,--,--,--,--,2,Foggy Brews,"Miklos, Mark",
7/29/26,We,19,ACQ,Acquire,Heat 1/3,B,HMW-P,Scheduled,2,Seasons,"Ackman, Cliff",
7/29/26,We,19,PRC,Pirate's Cove,Heat 2/3,B,HMW-P,Scheduled,2,Grand Ballroom,"Otwell, Janet",
7/29/26,We,19,RA!,Ra!,Heat 3/4,B,HMW-P,Scheduled,2,Grand Ballroom,"Bove, Alex",
7/29/26,We,19,7WD,7 Wonders Duel,Quarterfinal,B,HWO,Scheduled,2,Seasons,"Maguire, Patrick",
7/29/26,We,19,TFM,Terraforming Mars,Quarterfinal,A,HMW-P,Scheduled,4,Seasons,"Martin, Andrew",
7/29/26,We,19,ADV,Adel Verpflichtet,Semifinal,B,HMW-P,Scheduled,2,Snowflake,"Bender, Angela",
7/29/26,We,19,IMS,Imperial Struggle,Final,B,SwEl,Continuous,5,Laurel,"Drueding, Tom",
7/29/26,We,19,MMA,Monsters Menace America,Final,C,HMW-P,Continuous,2,Grand Ballroom,"Pack, David-John",
7/29/26,We,20,LST,Lost Cities,Heat 1/4,B,SwEl,Scheduled,1,Seasons,"Pettis, Roy",
7/29/26,We,20,7WD,7 Wonders Duel,Semifinal,B,HWO,Scheduled,2,Sunburst,"Maguire, Patrick",
7/29/26,We,20,RDG,Ra: The Dice Game,Semifinal,B,HWO,Scheduled,1,Seasons,"Del Carpio, Tina",
7/29/26,We,20,CBC,Combat Commander,Final,B,SwEl,Continuous,4,Laurel,"Wagner, Nathan",
7/29/26,We,20,CCN,Commands & Colors: Napoleonics,Final,B,SwEl,Continuous,2,Maple,"Polcen, Mike",
7/29/26,We,21,CCA,Commands & Colors: Ancients,Demo 1/1,--,--,---,1,Exhibit Hall Annex #1,"Hasty, Justin",
7/29/26,We,21,BCY,Battle Cry,Mulligan,A,SEM,Continuous,2,First Tracks Poolside,"Heintzelman, Geoff",
7/29/26,We,21,CMK,Castles of Mad King Ludwig,Heat 2/3,A,HMW-P,Scheduled,2,Seasons,"Corrado, John",
7/29/26,We,21,CTR,Charioteer,Heat 3/3,B,HMW-P,Scheduled,2,Grand Ballroom,Rader. Ed,
7/29/26,We,21,ING,Ingenious,Heat 3/3,B,HWO,Scheduled,1,Seasons,"DuBoff, Max",
7/29/26,We,21,SPG,Saint Petersburg,Heat 3/3,B,HMW-P,Scheduled,2,Sunburst,"Feathers, Ryan",
7/29/26,We,21,MED,Medici,Semifinal,C,HWO,Scheduled,2,Seasons,"Cornett, Jeff",
7/29/26,We,21,ADV,Adel Verpflichtet,Final,B,HMW-P,Scheduled,2,Snowflake,"Bender, Angela",
7/29/26,We,21,RDG,Ra: The Dice Game,Final,B,HWO,Scheduled,1,Laurel,"Del Carpio, Tina",
7/29/26,We,22,ING,Ingenious,Quarterfinal,B,HWO,Scheduled,1,Seasons,"DuBoff, Max",
7/29/26,We,22,7WD,7 Wonders Duel,Final,B,HWO,Scheduled,2,Sunburst,"Maguire, Patrick",
7/29/26,We,23,CNS,Can't Stop,Round 1/2,C,SE,Continuous,1,Grand Ballroom,"Drummond, Andrew",
7/29/26,We,23,MED,Medici,Final,C,HWO,Scheduled,2,Seasons,"Cornett, Jeff",
7/29/26,We,24,--,Open Gaming Library Closes,--,--,--,--,--,Exhibit Hall,"Buckwalter, Scott",
7/29/26,We,24,CNS,Can't Stop,Round 2/2,C,SE,Continuous,1,Grand Ballroom,"Drummond, Andrew",
Thursday,,,,,,,,,,,,
7/30/26,Th,1,CNS,Can't Stop,Semifinal,C,SE,Continuous,1,Grand Ballroom,"Drummond, Andrew",
7/30/26,Th,2,CNS,Can't Stop,Final,C,SE,Continuous,1,Grand Ballroom,"Drummond, Andrew",
7/30/26,Th,7:30,--,Yoga for all levels,--,--,--,--,0.75,Ski Lodge Deck,"Lewis, Jeff",
7/30/26,Th,8,--,Registration,--,--,--,--,12,Stag Pass,"Gutermuth, Ken",
7/30/26,Th,9,--,Open Gaming,--,--,--,--,15,Exhibit Hall,"Buckwalter, Scott",
7/30/26,Th,9,--,Open Gaming Library Opens,--,--,--,--,15,Exhibit Hall,"Buckwalter, Scott",
7/30/26,Th,9,--,Fuji Flush Juniors,--,C,Jr SE,--,2,Hemlock,"Carrigan, Bill",
7/30/26,Th,9,DSP,Dominant Species,Demo 1/1,--,--,---,1,Exhibit Hall Annex #2,"McKinnes, Luke",
7/30/26,Th,9,AFK,Afrika Korps,Round 6/7,A,SwEl,Freeform,7,Winterberry,"Sinigaglio, Bruno",
7/30/26,Th,9,ALL,Alliance,Round 2/3,C,SW,Scheduled,4,Fox Den,"McDonald, Scott",
7/30/26,Th,9,B17,B-17,Round 1/3,A,SW,Continuous,3,Wintergreen,"Yoshikawa, Mark",
7/30/26,Th,9,BAR,Battles of the American Revolution,Round 5/5,B,SwEl,Scheduled,10,Foggy Brews,"Miklos, Mark",
7/30/26,Th,9,BWD,Bitter Woods,Round 6/7,A,SwEl,Freeform,7,Winterberry,"Sinigaglio, Bruno",
7/30/26,Th,9,BRS,Brass,Heat 3/3,B,HMW-P,Scheduled,3,Grand Ballroom,"Towne, Jonathan",
7/30/26,Th,9,BKN,Breakout Normandy,Round 3/3,B,SEM,Continuous,6,First Tracks Slopeside,"Thompson, Nels",
7/30/26,Th,9,BRI,Britannia,Heat 3/3,B,HMW-P,Scheduled,5,Wagner's Run,"O'Connor, Matthew",
7/30/26,Th,9,CCA,Commands & Colors: Ancients,Round 1/4,B,SwEl,Continuous,1,Maple,"Hasty, Justin",
7/30/26,Th,9,FTP,For the People,Round 1/3,C,SEM,Continuous,6,First Tracks Poolside,"Pei, James",
7/30/26,Th,9,MMS,March Madness,Heat 3/4,B,HMSE,Scheduled,3,Evergreen,"Reiff, Bruce",
7/30/26,Th,9,PZB,Panzerblitz,Round 6/7,B,SwEl,Freeform,6,Winterberry,"Northey, Rick",
7/30/26,Th,9,RA!,Ra!,Heat 4/4,B,HMW-P,Scheduled,2,Grand Ballroom,"Bove, Alex",
7/30/26,Th,9,ROW,Railways of the World,Heat 3/3,B,HMW-P,Scheduled,3,Alpine,"LeBoeuf, Pierre",
7/30/26,Th,9,SQL,Squad Leader,Round 6/7,A,SwEl,Freeform,4,Winterberry,Pollard. Pete,
7/30/26,Th,9,SWR,Star Wars: Rebellion,Round 2/2,B,SEM,Scheduled,4,Sunburst,"Gregorio, Alex",
7/30/26,Th,9,TRC,The Russian Campaign,Round 6/7,A,SwEl,Freeform,5,Winterberry,"Karahalios, George",
7/30/26,Th,9,TTR,Ticket To Ride,Heat 3/4,B,HMW-T,Scheduled,2,Seasons,"Grey, Katie",
7/30/26,Th,9,TTN,Titan,Heat 4/4,A,HMW-P,Scheduled,5,First Tracks Poolside,"desJardins, David",
7/30/26,Th,9,UPF,Up Front,Round 1/5,B,SwEl,Continuous,2,Fox Den,"Whitesell, Ken",
7/30/26,Th,9,WAS,War At Sea,Round 1/5,A,SwEl,Continuous,2,First Tracks Center,"Meconi, Vince",
7/30/26,Th,9,WAT,Waterloo,Round 5/5,A,SwEl,Freeform,6,Winterberry,"Musella, Martin",
7/30/26,Th,9,WSM,Wooden Ships & Iron Men,Round 6/8,B,SwEl,Freeform,2,Winterberry,"Hitchings, Tim",
7/30/26,Th,9,GCA,Great Campaigns of the ACW,Quarterfinal,B,SwEl,Scheduled,3,First Tracks Slopeside,"Cross, David",
7/30/26,Th,9,BKM,Bunny Kingdom,Semifinal,B,HMW-P,Scheduled,2,Snowflake,"Youells, Kevin",
7/30/26,Th,9,EVD,Everdell,Semifinal,B,HMW-P,Scheduled,2,Sunburst,"Martin, Andrew",
7/30/26,Th,9,SPG,Saint Petersburg,Semifinal,B,HMW-P,Scheduled,2,Sunburst,"Feathers, Ryan",
7/30/26,Th,9,BXC,Boxcars,Final,B,HMW-P,Scheduled,4,Laurel,"Bromley, Trella",
7/30/26,Th,10,--,Vendors,--,--,--,--,8,Timberstone,"Gutermuth, Ken",
7/30/26,Th,10,ASL,Advanced Squad Leader,Round 2/3,A,SE,Continuous,5,Winterberry,"Schilling, Curt",
7/30/26,Th,10,FMR,Formula Motor Racing,Heat 2/3,B,HMW-P,Scheduled,2,Grand Ballroom,"LeFevre, Chris",
7/30/26,Th,10,CCA,Commands & Colors: Ancients,Round 2/4,B,SwEl,Continuous,1,Maple,"Hasty, Justin",
7/30/26,Th,11,IOV,Innovation,Demo 1/1,--,--,---,1,Exhibit Hall Annex #1,"Woods, Bronwyn",
7/30/26,Th,11,ABN,Air Baron,Heat 4/4,B,HMW-P,Scheduled,3,Dogwood,"Jamelli, Max",
7/30/26,Th,11,CCA,Commands & Colors: Ancients,Round 3/4,B,SwEl,Continuous,1,Maple,"Hasty, Justin",
7/30/26,Th,11,DSP,Dominant Species,Heat 1/2,B,HMW-P,Scheduled,4,Grand Ballroom,"McKinnes, Luke",
7/30/26,Th,11,UPF,Up Front,Round 2/5,B,SwEl,Continuous,2,Fox Den,"Whitesell, Ken",
7/30/26,Th,11,WAS,War At Sea,Round 2/5,A,SwEl,Continuous,2,First Tracks Center,"Meconi, Vince",
7/30/26,Th,11,WSN,Wingspan,Heat 2/3,B,HMW-P,Scheduled,2,Grand Ballroom,"Swift, Patti",
7/30/26,Th,11,VSD,Vegas Showdown,Semifinal,B,HMW-P,Scheduled,2,Grand Ballroom,"Kaltman, Mike",
7/30/26,Th,11,BKM,Bunny Kingdom,Final,B,HMW-P,Scheduled,2,Laurel,"Youells, Kevin",
7/30/26,Th,11,EVD,Everdell,Final,B,HMW-P,Scheduled,2,Laurel,"Martin, Andrew",
7/30/26,Th,12,--,Blokus Juniors,--,C,Jr SE,--,2,Hemlock,"Shea, Philip",
7/30/26,Th,12,B17,B-17,Round 2/3,A,SW,Continuous,3,Wintergreen,"Yoshikawa, Mark",
7/30/26,Th,12,CCA,Commands & Colors: Ancients,Round 4/4,B,SwEl,Continuous,1,Maple,"Hasty, Justin",
7/30/26,Th,12,KRM,Kremlin,Final,B,HMW-P,Scheduled,3,Laurel,"Cuccaro, Steve",
7/30/26,Th,13,--,Above the Trenches,--,--,--,--,2,First Tracks Slopeside,"Radgoski, Richard",
7/30/26,Th,13,--,Reconstruction: An Uncivil Peace,--,--,--,--,2,First Tracks Slopeside,"Poniske, John",
7/30/26,Th,13,CFR,Championship Formula Racing,Demo 1/1,--,--,---,1,Exhibit Hall Annex #5,"Long, Chris",
